#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	CFSAN031845	Saintpaul	PDT000273918.2	2017-12-22T01:40:03Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	2	5	Poultry		SAMN03577378	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010486435.1			sinH=HMM	2013-11-20	asr=HMM,golS=COMPLETE,golT=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		279051	47	4688238	PAIRED	ILLUMINA	SRR6410975	CFSAN	2017-12-22T01:12:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AANWXB	AANWXB000000000.1
Salmonella enterica	CFSAN031848	Saintpaul	PDT000273927.2	2017-12-22T02:44:28Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	0	3	Poultry		SAMN03577381	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010613025.1			sinH=HMM	2013-11-20	asr=HMM,golS=COMPLETE,golT=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		298656	43	4687922	PAIRED	ILLUMINA	SRR6411030	CFSAN	2017-12-22T01:52:13Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AAOEEZ	AAOEEZ000000000.1
Salmonella enterica	CFSAN031843	Saintpaul	PDT000273929.2	2017-12-22T02:44:28Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	3	8	Poultry	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	SAMN03577376	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_011125955.1			sinH=HMM	2013-11-20	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacL=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		171474	80	4819674	PAIRED	ILLUMINA	SRR6411032	CFSAN	2017-12-22T01:51:12Z	28901		Contig	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	SKESA v. 2.2			90105	AAPIMU	AAPIMU000000000.1
Salmonella enterica	CFSAN031853	Saintpaul	PDT000273933.2	2017-12-22T02:44:29Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	1	2	Poultry		SAMN03577386	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010506075.1			sinH=HMM	2013-11-28	asr=HMM,golS=COMPLETE,golT=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		213645	46	4687488	PAIRED	ILLUMINA	SRR6411037	CFSAN	2017-12-22T02:08:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AANYBY	AANYBY000000000.1
Salmonella enterica	CFSAN031852	Saintpaul	PDT000273953.2	2017-12-22T03:46:11Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	3	8	Poultry	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,sul3=COMPLETE	SAMN03577385	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010505515.1			sinH=HMM	2013-11-28	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacL=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		157951	77	4810107	PAIRED	ILLUMINA	SRR6411074	CFSAN	2017-12-22T03:32:36Z	28901		Contig	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	SKESA v. 2.2			90105	AANYBH	AANYBH000000000.1
Salmonella enterica	CFSAN031855	Saintpaul	PDT000273967.2	2017-12-22T04:44:11Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	0	1	Poultry		SAMN03577388	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010614525.1			sinH=HMM	2013-11-28	asr=HMM,golS=COMPLETE,golT=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		213647	46	4683152	PAIRED	ILLUMINA	SRR6411117	CFSAN	2017-12-22T04:32:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AAOEFI	AAOEFI000000000.1
Salmonella enterica	CFSAN031847	Saintpaul	PDT000273968.2	2017-12-22T05:41:52Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	0	5	Poultry	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE,sul3=MISTRANSLATION	SAMN03577380	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010512075.1			sinH=HMM	2013-11-20	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacL=COMPLETE,qacL=MISTRANSLATION	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		117736	94	4813679	PAIRED	ILLUMINA	SRR6411120	CFSAN	2017-12-22T04:38:12Z	28901		Contig	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE,sul3=MISTRANSLATION	SKESA v. 2.2			90105	AANYNC	AANYNC000000000.1
Salmonella enterica	CFSAN031850	Saintpaul	PDT000273970.2	2017-12-22T05:41:52Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	2	7	Poultry	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	SAMN03577383	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010614305.1			sinH=HMM	2013-11-28	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacL=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		188470	69	4810250	PAIRED	ILLUMINA	SRR6411122	CFSAN	2017-12-22T04:41:12Z	28901		Contig	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	SKESA v. 2.2			90105	AAOEFE	AAOEFE000000000.1
Salmonella enterica	CFSAN031849	Saintpaul	PDT000285805.2	2018-02-08T22:47:52Z	Ethiopia:Central Eth.	Feces (poultry)	environmental/other	PDS000030862.1	2	3	Poultry		SAMN03577382	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_010496955.1			sinH=HMM	2013-11-28	asr=HMM,golS=COMPLETE,golT=COMPLETE	Addis Ababa Univ.	3.6.7	2020-01-22.1	COMBINED	PRJNA275961		148890	60	4680156	PAIRED	ILLUMINA	SRR6690672	CFSAN	2018-02-08T20:30:12Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AANXPR	AANXPR000000000.1
Salmonella enterica	DTU2016_1373_PRJproj1048_Salmonella_typhimurium_F14_1037_1	S. Typhimurium	PDT000263102.2	2017-11-13T20:37:36Z	Denmark		environmental/other	PDS000027910.8	32	24	Gallus gallus		SAMEA104151216	PDG000000002.2044	Salmonella enterica	GCA_010125345.1			sinH=HMM	2014	asr=HMM,golS=COMPLETE,golT=COMPLETE	DTU	3.6.7	2020-01-22.1	COMBINED	PRJEB21631		341505	59	4901567	PAIRED	ILLUMINA	ERR2023524	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-07-06T22:26:55Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			28901	DAAMHW	DAAMHW000000000.1
Salmonella enterica	SC1		PDT000847974.2	2020-09-24T03:08:55Z	China		environmental/other	PDS000013413.21	4	4	poultry	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaTEM-1=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,qepA8=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN16177498	PDG000000002.2044	Salmonella enterica	GCA_014712625.1			sinH=COMPLETE	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merB=COMPLETE,merD=COMPLETE,merD=HMM,merE=COMPLETE,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE		3.9.3	2020-11-09.1	COMBINED	PRJNA663714		512619	64	4893037						28901		Contig	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaTEM-1=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,mph(A)=COMPLETE,qepA8=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.12.0			28901	JACXRW	JACXRW000000000.1
Salmonella enterica	VA_WGS-00089	Anatum var. O 15+	PDT000003655.3	2015-02-11T14:09:24Z	USA: VA	chicken	environmental/other	PDS000002394.17	3	13	Gallus gallus		SAMN02403310	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_011444595.1			sinH=HMM	2006-01-06	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=PARTIAL,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	VA	3.6.7	2020-01-22.1	COMBINED	PRJNA219491		432243	24	4814645	PAIRED	ILLUMINA	SRR1177249	CFSAN	2014-02-26T22:13:07Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			59201	AAQAMM	AAQAMM000000000.1
Salmonella enterica	ABBSB1008-2	Kentucky	PDT000061431.1	2015-04-20T14:01:31Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000032535.8	12		Gallus gallus domesticus	blaCMY-2=COMPLETE	SAMN03293356	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_000973755.1			sinH=COMPLETE	2006-05-10	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	British Columbia Ministry of Agriculture, Abbotsford Agriculture Centre, Abbotsford BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		101799	114	4843087						28901		Scaffold	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			192955	LAOZ	LAOZ00000000.1
Salmonella enterica	SA20030505	Kentucky	PDT000095458.2	2017-11-17T19:00:44Z	Canada: Ontario	cecal content	environmental/other	PDS000032535.8	28		Gallus gallus		SAMN03485833	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505	GCA_001448485.2				2002-11-27	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Laboratory for Foodborne Zoonoses, Public Health Agency of Canada, Saint-Hyacinthe, QC	3.6.7	2020-01-06.1	COMBINED	PRJNA177315		4782363	3	4850980						28901		Complete Genome	mdsA=COMPLETE,mdsB=COMPLETE	HGAP v. v 1.3			1242102		
Salmonella enterica	3305	Kentucky	PDT000469475.1	2019-02-26T05:27:02Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	7		broiler chicken		SAMN10887059	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004299045.1			sinH=HMM	2006	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	220837	38	4735109						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIIH	SIIH00000000.1
Salmonella enterica	3324	Kentucky	PDT000471861.1	2019-02-28T04:22:07Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	3		broiler chicken		SAMN10887067	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004308505.1			sinH=HMM	2006	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	285964	35	4714641						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEC	SIEC00000000.1
Salmonella enterica	3306	Kentucky	PDT000471885.1	2019-02-28T04:28:04Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	3		broiler chicken		SAMN10887060	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004308945.1			sinH=HMM	2006	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	285825	35	4713993						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEH	SIEH00000000.1
Salmonella enterica	3351	Kentucky	PDT000471886.1	2019-02-28T04:28:22Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	7		broiler chicken		SAMN10887051	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004308995.1			sinH=HMM	2006	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	332959	34	4729791						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEN	SIEN00000000.1
Salmonella enterica	3184	Kentucky	PDT000471890.1	2019-02-28T04:29:28Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	12		broiler chicken		SAMN10887049	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004309055.1			sinH=HMM	2006-05-10	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	378801	31	4715279						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEP	SIEP00000000.1
Salmonella enterica	3322	Kentucky	PDT000471891.1	2019-02-28T04:29:35Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	7		broiler chicken		SAMN10887057	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004309075.1			sinH=HMM	2006	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	285886	35	4717024						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEJ	SIEJ00000000.1
Salmonella enterica	3179	Kentucky	PDT000471893.1	2019-02-28T04:30:10Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000032535.8	13		broiler chicken		SAMN10887048	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004309125.1			sinH=HMM	2006-05-10	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	408444	32	4714943						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			192955	SIEQ	SIEQ00000000.1
Salmonella enterica	SG9	Gallinarum	PDT000007369.2	2011-03-23T14:30:00Z	United Kingdom	feces	environmental/other	PDS000038554.5	4		Chicken		SAMN02225854	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	GCA_000192125.1			sinH=PARTIAL	1995	asr=HMM,golS=COMPLETE,golT=COMPLETE		3.8.4	2020-09-30.1	COMBINED	PRJNA56089		2968510	4	4746069						28901		Chromosome	mdsA=COMPLETE,mdsB=COMPLETE	SOAPdenovo and Novoalign v. 04/28/2010			909947	AEUL	AEUL00000000.1
Salmonella enterica	SA1154		PDT000824070.1	2020-08-28T14:40:43Z	Brazil: Sao Paulo	liver	environmental/other	PDS000038554.5	8		Gallus gallus		SAMN09745293	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_014324395.1			sinH=PARTIAL	2013	asr=HMM,golS=COMPLETE,golT=COMPLETE	Claudete S. Astolfi-Ferreira	3.9.3	2020-11-09.1	COMBINED	PRJNA483415	23.5687542 S 46.7426489 W	433465	20	4712738						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	A5 v. SEP-2017			59201	QRDD	QRDD00000000.1
Salmonella enterica	ADRDL-NGUA-2		PDT000069116.4	2018-06-26T23:03:27Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	0		Gallus gallus	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SAMN03734348	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_004186695.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merA=PARTIAL_END_OF_CONTIG,merC=COMPLETE,merD=COMPLETE,merE=COMPLETE,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		113031	88	4836218	PAIRED	ILLUMINA	SRR2085648	CFSAN	2015-07-06T12:20:36Z	28901		Contig	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	AAABYA	AAABYA000000000.1
Salmonella enterica	ADRDL-NGUA-4		PDT000069125.4	2018-06-27T01:01:29Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	3		Gallus gallus	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aadA7=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaTEM=PARTIAL_END_OF_CONTIG,floR=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,qnrS1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	SAMN03734350	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_005901265.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merC=COMPLETE,merD=COMPLETE,merE=COMPLETE,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		375122	67	4953356	PAIRED	ILLUMINA	SRR2085669	CFSAN	2015-07-06T12:20:36Z	28901		Contig	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aadA7=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaTEM=PARTIAL_END_OF_CONTIG,floR=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,qnrS1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			59201	AAEANF	AAEANF000000000.1
Salmonella enterica	ADRDL-NGUA-7		PDT000069143.6	2018-06-26T23:03:27Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	0		Gallus gallus	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SAMN03734353	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_004186775.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merC=COMPLETE,merD=COMPLETE,merE=COMPLETE,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		494470	46	4844467	PAIRED	ILLUMINA	SRR2085692	CFSAN	2015-07-06T12:20:36Z	28901		Contig	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	AAABYH	AAABYH000000000.1
Salmonella enterica	ADRDL-NGUA-9		PDT000069144.5	2018-06-27T01:01:30Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	7		Gallus gallus	gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT	SAMN03734355	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_003872135.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		64639	142	4883427	PAIRED	ILLUMINA	SRR2085693	CFSAN	2015-07-06T12:20:36Z	28901		Contig	gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT	SKESA v. 2.2			59201	RSRY	RSRY00000000.1
Salmonella enterica	ADRDL-NGUA-11		PDT000069162.4	2018-06-27T01:01:31Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	2		Gallus gallus	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=PARTIAL_END_OF_CONTIG	SAMN03734357	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_005901645.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merC=COMPLETE,merD=COMPLETE,merR=COMPLETE,merT=PARTIAL_END_OF_CONTIG,qacEdelta1=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		75477	146	4909635	PAIRED	ILLUMINA	SRR2085745	CFSAN	2015-07-06T12:20:36Z	28901		Contig	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			59201	AAEANJ	AAEANJ000000000.1
Salmonella enterica	ADRDL-NGUA-6		PDT000069172.9	2018-06-27T01:01:31Z	Nigeria:Southwest Nigeria	poultry tissue	environmental/other	PDS000027982.1	1		Gallus gallus	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=MISTRANSLATION,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL,aph(6)-Id=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SAMN03734352	PDG000000002.2044	Salmonella enterica subsp. enterica	GCA_005901675.1				2014-09-12	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,merA=COMPLETE,merC=COMPLETE,merD=COMPLETE,merE=COMPLETE,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	ADRDL	3.6.7	2020-01-06.1	COMBINED	PRJNA280335		82974	250	4934689	PAIRED	ILLUMINA	SRR2085790	CFSAN	2015-07-06T12:20:36Z	28901		Contig	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=MISTRANSLATION,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL,aph(6)-Id=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			59201	AAEANL	AAEANL000000000.1
